1;1;-74;-90;-89;-92;-87;94;416;412;651;379;1570468674468
2;1;-71;-92;-89;-96;-89;94;416;412;651;379;1570468677432
3;1;-68;-87;-89;-96;-76;94;416;412;651;379;1570468680432
4;1;-58;-81;-96;-93;-83;94;416;412;651;379;1570468683434
5;1;-58;-78;-95;-90;-90;94;416;412;651;379;1570468686432
6;1;-60;-84;-94;-94;-82;94;416;412;651;379;1570468689432
7;1;-58;-85;-95;-98;-76;94;416;412;651;379;1570468692431
8;1;-59;-90;-92;-98;-76;94;416;412;651;379;1570468695431
9;1;-59;-78;-95;-93;-90;94;416;412;651;379;1570468698432
10;1;-61;-78;-95;-95;-98;94;416;412;651;379;1570468701432
11;1;-58;-88;-99;-95;-77;94;416;412;651;379;1570468704432
12;1;-62;-88;-91;-93;-76;94;416;412;651;379;1570468707445
13;1;-63;-95;-93;-92;-76;94;416;412;651;379;1570468710437
14;1;-63;-85;-89;-97;-77;94;416;412;651;379;1570468713431
15;1;-62;-79;-90;-94;-77;94;416;412;651;379;1570468716431
16;1;-62;-95;-95;-92;-81;94;416;412;651;379;1570468719431
17;1;-62;-96;-91;-92;-76;94;416;412;651;379;1570468722432
18;1;-63;-82;-90;-93;-81;94;416;412;651;379;1570468725432
19;1;-62;-95;-89;-93;-76;94;416;412;651;379;1570468728432
20;1;-62;-79;-93;-93;-82;94;416;412;651;379;1570468731432
21;1;-59;-83;-91;-93;-92;94;416;412;651;379;1570468734432
22;1;-62;-83;-93;-93;-92;94;416;412;651;379;1570468737432
23;1;-59;-83;-92;-97;-91;94;416;412;651;379;1570468740441
24;1;-62;-83;-90;-93;-82;94;416;412;651;379;1570468743436
25;1;-62;-83;-93;-94;-93;94;416;412;651;379;1570468746431
26;1;-63;-83;-93;-92;-76;94;416;412;651;379;1570468749432
27;1;-59;-79;-94;-96;-75;94;416;412;651;379;1570468752432
28;1;-62;-85;-94;-96;-82;94;416;412;651;379;1570468755432
29;1;-62;-79;-94;-96;-76;94;416;412;651;379;1570468758432
30;1;-62;-79;-94;-94;-91;94;416;412;651;379;1570468761431
31;1;-63;-79;-93;-92;-92;94;416;412;651;379;1570468764432
32;1;-62;-79;-90;-94;-76;94;416;412;651;379;1570468767431
33;1;-63;-85;-90;-94;-76;94;416;412;651;379;1570468770431
34;1;-59;-84;-93;-93;-92;94;416;412;651;379;1570468773433
35;1;-63;-79;-89;-93;-91;94;416;412;651;379;1570468776431
36;1;-62;-79;-91;-92;-82;94;416;412;651;379;1570468779432
37;1;-62;-86;-89;-92;-76;94;416;412;651;379;1570468782431
38;1;-63;-84;-90;-92;-92;94;416;412;651;379;1570468785431
39;1;-63;-79;-93;-98;-82;94;416;412;651;379;1570468788432
40;1;-62;-79;-89;-92;-91;94;416;412;651;379;1570468791431
41;1;-62;-79;-92;-92;-82;94;416;412;651;379;1570468794432
42;1;-63;-84;-90;-96;-92;94;416;412;651;379;1570468797431
43;1;-63;-84;-90;-98;-92;94;416;412;651;379;1570468800431
44;1;-59;-83;-90;-94;-77;94;416;412;651;379;1570468803451
45;1;-63;-83;-89;-95;-91;94;416;412;651;379;1570468806435
46;1;-63;-79;-93;-93;-82;94;416;412;651;379;1570468809431
47;1;-62;-95;-95;-95;-82;94;416;412;651;379;1570468812431
48;1;-62;-79;-90;-93;-82;94;416;412;651;379;1570468815431
49;1;-62;-83;-93;-95;-82;94;416;412;651;379;1570468818432
50;1;-59;-79;-89;-95;-76;94;416;412;651;379;1570468821432
51;1;-62;-83;-90;-92;-81;94;416;412;651;379;1570468824431
52;1;-63;-79;-90;-95;-91;94;416;412;651;379;1570468827441
53;1;-59;-79;-90;-92;-77;94;416;412;651;379;1570468830431
54;1;-63;-94;-91;-96;-82;94;416;412;651;379;1570468833431
55;1;-62;-79;-93;-92;-77;94;416;412;651;379;1570468836432
56;1;-62;-79;-90;-95;-82;94;416;412;651;379;1570468839431
57;1;-62;-94;-93;-93;-76;94;416;412;651;379;1570468842447
58;1;-59;-83;-94;-95;-92;94;416;412;651;379;1570468845432
59;1;-62;-85;-90;-92;-90;94;416;412;651;379;1570468848432
60;1;-62;-83;-90;-92;-82;94;416;412;651;379;1570468851436
61;1;-63;-83;-90;-93;-81;94;416;412;651;379;1570468854432
62;1;-59;-85;-90;-93;-76;94;416;412;651;379;1570468857431
63;1;-59;-79;-94;-93;-76;94;416;412;651;379;1570468860432
64;1;-59;-79;-90;-92;-92;94;416;412;651;379;1570468863434
65;1;-63;-94;-94;-94;-75;94;416;412;651;379;1570468866431
66;1;-62;-83;-90;-94;-93;94;416;412;651;379;1570468869431
67;1;-59;-94;-91;-93;-90;94;416;412;651;379;1570468872431
68;1;-59;-79;-90;-94;-81;94;416;412;651;379;1570468875431
69;1;-62;-93;-93;-95;-92;94;416;412;651;379;1570468878453
70;1;-62;-78;-94;-94;-93;94;416;412;651;379;1570468881432
71;1;-62;-79;-90;-94;-82;94;416;412;651;379;1570468884431
72;1;-62;-79;-94;-92;-91;94;416;412;651;379;1570468887437
73;1;-59;-79;-92;-92;-92;94;416;412;651;379;1570468890434
74;1;-59;-83;-93;-92;-76;94;416;412;651;379;1570468893438
75;1;-59;-83;-93;-93;-77;94;416;412;651;379;1570468896431
76;1;-63;-79;-93;-91;-81;94;416;412;651;379;1570468899437
77;1;-62;-79;-92;-92;-82;94;416;412;651;379;1570468902436
78;1;-63;-78;-92;-92;-82;94;416;412;651;379;1570468905432
79;1;-62;-92;-92;-94;-82;94;416;412;651;379;1570468908431
80;1;-62;-92;-90;-93;-76;94;416;412;651;379;1570468911430
81;1;-63;-79;-92;-93;-82;94;416;412;651;379;1570468914445
82;1;-63;-79;-90;-96;-82;94;416;412;651;379;1570468917433
83;1;-59;-79;-92;-93;-81;94;416;412;651;379;1570468920431
84;1;-62;-83;-90;-94;-76;94;416;412;651;379;1570468923431
85;1;-59;-84;-92;-94;-83;94;416;412;651;379;1570468926439
86;1;-62;-84;-90;-92;-76;94;416;412;651;379;1570468929431
87;1;-63;-83;-90;-93;-77;94;416;412;651;379;1570468932431
88;1;-62;-83;-92;-94;-90;94;416;412;651;379;1570468935431
89;1;-62;-79;-90;-96;-82;94;416;412;651;379;1570468938431
90;1;-59;-78;-90;-93;-82;94;416;412;651;379;1570468941431
91;1;-59;-84;-90;-95;-76;94;416;412;651;379;1570468944431
92;1;-62;-85;-93;-94;-82;94;416;412;651;379;1570468947431
93;1;-63;-78;-93;-93;-82;94;416;412;651;379;1570468950431
94;1;-63;-78;-94;-93;-83;94;416;412;651;379;1570468953431
95;1;-59;-94;-92;-94;-82;94;416;412;651;379;1570468956431
96;1;-62;-93;-93;-95;-91;94;416;412;651;379;1570468959432
97;1;-59;-83;-90;-92;-76;94;416;412;651;379;1570468962447
98;1;-59;-83;-90;-93;-91;94;416;412;651;379;1570468965432
99;1;-59;-82;-90;-94;-91;94;416;412;651;379;1570468968432
100;1;-59;-78;-90;-94;-80;94;416;412;651;379;1570468971431
101;1;-60;-83;-100;-92;-95;94;416;412;651;379;1570468974440
102;2;-55;-74;-84;-92;-76;124;389;420;616;330;1570469034645
103;2;-53;-84;-85;-75;-73;124;389;420;616;330;1570469037629
104;2;-53;-74;-92;-86;-74;124;389;420;616;330;1570469040630
105;2;-54;-83;-91;-86;-72;124;389;420;616;330;1570469043630
106;2;-59;-75;-82;-93;-74;124;389;420;616;330;1570469046630
107;2;-56;-73;-88;-85;-83;124;389;420;616;330;1570469049630
108;2;-57;-67;-85;-84;-74;124;389;420;616;330;1570469052631
109;2;-56;-70;-84;-85;-72;124;389;420;616;330;1570469055630
110;2;-57;-68;-91;-80;-70;124;389;420;616;330;1570469058630
111;2;-53;-69;-84;-76;-72;124;389;420;616;330;1570469061629
112;2;-57;-68;-88;-77;-74;124;389;420;616;330;1570469064635
113;2;-52;-68;-92;-82;-71;124;389;420;616;330;1570469067630
114;2;-57;-69;-87;-77;-70;124;389;420;616;330;1570469070630
115;2;-57;-69;-84;-82;-74;124;389;420;616;330;1570469073631
116;2;-57;-71;-91;-76;-70;124;389;420;616;330;1570469076631
117;2;-52;-71;-84;-76;-74;124;389;420;616;330;1570469079630
118;2;-57;-70;-87;-76;-74;124;389;420;616;330;1570469082630
119;2;-56;-71;-91;-81;-72;124;389;420;616;330;1570469085641
120;2;-52;-68;-92;-87;-72;124;389;420;616;330;1570469088630
121;2;-56;-69;-84;-76;-72;124;389;420;616;330;1570469091630
122;2;-56;-69;-85;-84;-73;124;389;420;616;330;1570469094632
123;2;-57;-69;-87;-87;-74;124;389;420;616;330;1570469097630
124;2;-58;-71;-88;-78;-74;124;389;420;616;330;1570469100630
125;2;-57;-69;-87;-77;-72;124;389;420;616;330;1570469103630
126;2;-52;-69;-87;-87;-70;124;389;420;616;330;1570469106630
127;2;-52;-71;-84;-86;-72;124;389;420;616;330;1570469109630
128;2;-57;-69;-84;-77;-70;124;389;420;616;330;1570469112630
129;2;-57;-68;-84;-86;-72;124;389;420;616;330;1570469115630
130;2;-56;-71;-92;-77;-70;124;389;420;616;330;1570469118630
131;2;-52;-71;-84;-82;-70;124;389;420;616;330;1570469121631
132;2;-57;-68;-83;-81;-70;124;389;420;616;330;1570469124630
133;2;-52;-71;-87;-82;-72;124;389;420;616;330;1570469127642
134;2;-52;-69;-90;-86;-72;124;389;420;616;330;1570469130630
135;2;-57;-71;-93;-85;-70;124;389;420;616;330;1570469133630
136;2;-57;-71;-85;-77;-72;124;389;420;616;330;1570469136652
137;2;-57;-70;-87;-86;-74;124;389;420;616;330;1570469139630
138;2;-52;-69;-84;-82;-72;124;389;420;616;330;1570469142630
139;2;-57;-68;-87;-86;-74;124;389;420;616;330;1570469145631
140;2;-57;-68;-82;-77;-72;124;389;420;616;330;1570469148636
141;2;-57;-69;-91;-77;-72;124;389;420;616;330;1570469151650
142;2;-52;-69;-84;-78;-72;124;389;420;616;330;1570469154630
